year,gdp_growth,inflation,unemployment,gdp_per_capita,population,food_production_index,cereal_yield,cereal_production_tonnes,agricultural_land_pct,dietary_energy_supply_adequacy,economic_stress_score,data_completeness_score,latitude,longitude,food_pressure_score,income_group_Low_income,income_group_Lower_middle_income,income_group_Not_classified,income_group_Upper_middle_income,inflation_unemployment,inflation_minus_growth,inflation_squared
2022,3.70319027595568,9.62147608489064,2.387,6.885421850643482,16.954158101274505,122.41049999999998,1671.0,16.146586575454343,34.8942,127.0,50.46,100.0,13.5667,-7.50034,41.41238123004927,True,False,False,False,22.966463414633957,5.91828580893496,92.57280205212251
2002,2.74113514481881,2.18849048060549,6.902,9.328319168882668,12.88909372979111,118.38,4781.3,9.39274525863144,31.25,137.0,39.13,100.0,35.9042,14.5189,10.101683856214876,False,False,False,False,15.104961297139091,-0.5526446642133203,4.789490583700848
2003,3.69331046215919,1.30383777442602,7.488,9.517455791458003,12.895671036578872,116.34,4013.6,9.375939552625749,32.5,137.0,35.07,100.0,35.9042,14.5189,10.91812883830942,False,False,False,False,9.763137254902038,-2.38947268773317,1.6999929420201967
2004,0.407354470561188,2.79082848067754,7.317,9.629914238084552,12.902387304330214,113.58,4083.2,9.41352118717748,31.25,137.0,47.81,100.0,35.9042,14.5189,13.423096636359588,False,False,False,False,20.420491993117558,2.383474010116352,7.788723608560906
2005,2.88123523900146,3.00796652450313,6.923,9.66981021826609,12.908761657677235,109.2,4129.0,9.428213257703517,29.0625,137.0,41.23,100.0,35.9042,14.5189,13.738035153139592,False,False,False,False,20.824152249135167,0.1267312855016698,9.04786261253144
2006,2.33618945029086,2.77378006481472,6.798,9.720441955266246,12.912405018143357,115.33,4032.3,9.433563920090563,29.0625,137.0,44.15,100.0,35.9042,14.5189,12.662722129927616,False,False,False,False,18.856156880610467,0.4375906145238604,7.693855847963553
2007,5.03640168136971,1.24921923797629,6.472,9.875354204936874,12.91589256037737,109.81,4238.8,9.561067663645012,29.0625,137.0,32.93,100.0,35.9042,14.5189,13.721855629297224,False,False,False,False,8.08494690818255,-3.7871824433934194,1.5605487045300628
2008,4.41059660584338,4.25862171897073,5.977,10.013073099125831,12.922399099037523,118.0,4714.3,9.711176264112805,29.0625,138.0,30.99,100.0,35.9042,14.5189,10.587557483821293,False,False,False,False,25.453782014288052,-0.15197488687265004,18.135858945289215
2009,-1.39524973471087,2.08432746082343,6.896,9.960686162919693,12.929938150001266,107.45,4789.2,9.674137279312395,29.0625,138.0,40.42,100.0,35.9042,14.5189,12.671505617382383,False,False,False,False,14.373522169838374,3.4795771955343002,4.344420963942648
2010,6.19735041110465,1.51563513618532,6.861,9.99641339040065,12.934849966228882,108.59,4691.1,9.62707177635824,32.2812,138.0,29.84,100.0,35.9042,14.5189,12.259601287864598,False,False,False,False,10.39877266936748,-4.6817152749193305,2.2971498660394936
2011,0.99220191192282,2.9629852819288,6.388,10.06552005149153,12.939086964880705,105.2,4670.9,9.58863501682266,32.2812,137.0,39.3,100.0,35.9042,14.5189,14.951232154241085,False,False,False,False,18.927549980961174,1.97078337000598,8.779281780926691
2012,4.10167392241412,2.37582057760386,6.203,10.037988422606515,12.94807903549492,100.22,4639.7,9.566110206426876,32.1875,136.0,31.94,100.0,35.9042,14.5189,17.35621251933692,False,False,False,False,14.737215042876743,-1.7258533448102602,5.644523416965939
2013,6.29233375866998,1.1802843636655,6.115,10.143156078714409,12.959399643113215,101.5,4668.6,9.545046049149676,31.9688,136.0,27.54,100.0,35.9042,14.5189,17.812373087857043,False,False,False,False,7.217438883814533,-5.1120493950044805,1.3930711791132744
2014,7.63136360845897,0.310306472181665,5.737,10.219231308246762,12.979605551849302,104.36,4740.4,9.525753849841182,31.9688,135.0,22.29,100.0,35.9042,14.5189,14.49094320721852,False,False,False,False,1.7802282309062123,-7.321057136277305,0.09629010667783044
2015,9.62070315764963,1.10054826378929,5.389,10.147636197453716,13.004077465326793,99.3,4824.3,9.407642491059365,31.9688,134.0,30.63,100.0,35.9042,14.5189,34.14777378347445,False,False,False,False,5.930854593560484,-8.520154893860338,1.2112064809296208
2016,4.07800355932196,0.642702771527304,4.694,10.183392351232309,13.026966393832666,96.34,4820.4,9.454014128974467,32.4375,133.0,34.28,100.0,35.9042,14.5189,43.279766208880055,False,False,False,False,3.016846809549165,-3.435300787794656,0.413066852528878
2017,10.299999301348668,1.36435448150708,4.008,10.319504932985888,13.05431363246226,95.03,4879.9,9.587955922917486,32.4375,134.0,24.34,100.0,35.9042,14.5189,42.74018357783788,False,False,False,False,5.468332761880377,-8.935644819841588,1.8614631512084532
2018,7.18921479603796,1.15782362451517,3.956,10.41581008786856,13.089641818917942,80.8,2879.9,0.0,32.4375,134.0,26.53,100.0,35.9042,14.5189,58.534469522493474,False,False,False,False,4.580350258582013,-6.03139117152279,1.3405555454854454
2019,4.08505582134097,1.6420600176894,4.08,10.386620796644303,13.130158913105504,73.71,3119.3,0.0,32.4375,133.0,37.26,100.0,35.9042,14.5189,62.06202978658069,False,False,False,False,6.699604872172753,-2.44299580365157,2.6963611016941127
2020,-3.45728276294712,0.638544956776712,4.856,10.367989713714998,13.15287512350886,77.73,3260.25,0.0,28.4688,131.0,37.36,100.0,35.9042,14.5189,64.72659870250232,False,False,False,False,3.100774310107713,4.0958277197238315,0.40773966182497295
2021,10.299999301348668,1.49789217934724,3.754,10.547912763531023,13.158021984553567,75.6,3021.25,0.0,27.3438,130.0,22.65,100.0,35.9042,14.5189,66.788730231844,False,False,False,False,5.6230872412695385,-8.802107122001429,2.243680980949624
2022,2.48309993837792,6.15375621933037,3.471,10.481220709462448,13.18273196644717,75.95,3239.7,0.0,27.3438,129.0,43.03,100.0,35.9042,14.5189,69.07723015507446,False,False,False,False,21.359687837295716,3.6706562809524503,37.86871560694721
2002,10.299999301348668,15.438486221558357,1.5258,4.994495006716996,17.649196902925727,63.46,3160.6,16.944218757399696,16.1471,97.0,51.31,100.0,21.914,95.9562,71.33601846076158,False,True,False,False,23.55604227685374,5.138486920209688,238.34685681324723
2003,10.299999301348668,15.438486221558357,1.5258,5.417400396456318,17.658551970413296,63.46,3286.0,17.00644203106415,16.2314,97.0,50.58,100.0,21.914,95.9562,68.17358843124968,False,True,False,False,23.55604227685374,5.138486920209688,238.34685681324723
2004,10.299999301348668,4.53421374129692,1.5258,5.418359233182993,17.667120345478605,65.27,3383.5,17.075135696311527,16.3792,97.0,41.67,100.0,21.914,95.9562,67.9107933257875,False,True,False,False,6.918303326470841,-5.765785560051748,20.559094251765814
2005,10.299999301348668,9.36861814196704,1.5258,5.536094100931666,17.674941868552963,72.85,3493.7,17.188743795574727,16.6467,97.0,45.41,100.0,21.914,95.9562,62.18119216823019,False,True,False,False,14.29463756101331,-0.9313811593816279,87.77100588999396
2006,10.299999301348668,15.438486221558357,1.5258,5.71865495276447,17.682225186759773,81.61,3610.0,17.296823875387954,17.1404,100.0,48.78,100.0,21.914,95.9562,57.3587575202868,False,True,False,False,23.55604227685374,5.138486920209688,238.34685681324723
2007,10.299999301348668,15.438486221558357,1.5258,6.041149027269633,17.689313264857518,86.19,3723.5,17.31570854385426,17.7124,103.0,48.94,100.0,21.914,95.9562,53.734264866404736,False,True,False,False,23.55604227685374,5.138486920209688,238.34685681324723
2008,10.2553053929808,15.438486221558357,1.5258,6.491394761727971,17.69482014698372,92.04,3824.8,17.35125133250591,18.1454,107.0,46.81,100.0,21.914,95.9562,49.85882058615999,False,True,False,False,23.55604227685374,5.183180828577557,238.34685681324723
2009,10.299999301348668,1.47234311385647,1.5258,6.632585185295102,17.70037734862474,95.56,3839.0,17.357124971731274,18.3878,110.0,29.65,100.0,21.914,95.9562,45.96850662187137,False,True,False,False,2.246501123122202,-8.827656187492199,2.1677942449205663
2010,9.6344394520444,7.71838195873614,1.5258,6.919223440944676,17.70782834455188,98.31,3855.2,17.35813958871445,18.5134,113.0,42.48,100.0,21.914,95.9562,40.873621665181695,False,True,False,False,11.776707192639604,-1.9160574933082604,59.57342006094353
2011,5.59148237823661,5.0214601462073,1.5258,7.102193948676607,17.7158621365028,94.62,3643.4,17.252537846385312,18.5607,115.0,40.03,100.0,21.914,95.9562,47.123184211173474,False,True,False,False,7.661743891083098,-0.5700222320293102,25.215061999948237
2012,7.33267044704149,1.46758322674679,1.5258,7.093127092347858,17.72427720721495,93.93,3610.5,17.174588347340215,18.5474,116.0,26.63,100.0,21.914,95.9562,48.71701152058537,False,True,False,False,2.2392384873702524,-5.865087220294701,2.1538005274285204
2013,8.42600102501767,5.64303883425501,1.5258,7.090156512577269,17.732772993574855,98.23,3646.1,17.18437922866391,18.6036,116.0,40.71,100.0,21.914,95.9562,47.36609358783448,False,True,False,False,8.610148653306295,-2.7829621907626594,31.84388728491014
2014,8.16990745558277,4.953299184844,1.5258,7.165493802106496,17.74107417414387,97.99,3690.2,17.190326954703966,18.6701,117.0,40.18,100.0,21.914,95.9562,52.32863572768033,False,True,False,False,7.5577438962349754,-3.21660827073877,24.535172814576235
2015,6.99284029026121,9.45417189526018,1.5258,7.062819588876041,17.749080883512836,100.99,3710.9,17.184707981533702,18.843,119.0,44.77,100.0,21.914,95.9562,43.34590237945539,False,True,False,False,14.425175477787983,2.4613316049989695,89.38136622512745
2016,5.86247291518572,6.92882525816076,1.5258,7.114929707811452,17.757008808745127,101.02,3659.7,17.16618001086836,18.8593,120.0,45.41,100.0,21.914,95.9562,49.53169438232831,False,True,False,False,10.572001578901688,1.0663523429750406,48.008619458126525
2017,6.13610824360305,4.5725365531752,1.5258,7.149777437211146,17.764731828930408,100.41,3671.5,17.165417611550268,19.2932,120.0,43.46,100.0,21.914,95.9562,54.00815901501681,False,True,False,False,6.976776272834721,-1.5635716904278496,20.908090530123342
2018,6.26886221471075,6.87232865662935,1.5258,7.169514055006761,17.77197615722557,79.86,3761.3,17.232052347408708,19.3194,121.0,47.0,100.0,21.914,95.9562,61.94105594630389,False,True,False,False,10.485799064285063,0.6034664419186004,47.228901164728974
2019,6.57911006765414,8.82506696804558,1.5258,7.263322289080453,17.779000408719135,79.07,3714.1,17.186394367928067,19.1836,121.0,46.9,100.0,21.914,95.9562,64.17878158980224,False,True,False,False,13.465287179843946,2.2459569003914392,77.8818069904892
2020,-5.126664870034081,1.905097220475015,1.5258,7.307347734100083,17.786114177647974,78.76,3712.4,17.179783207916042,19.1844,121.0,52.31,75.0,21.914,95.9562,64.56587513985646,False,True,False,False,2.9067973390007777,7.031762090509096,3.629395419461628
2021,-5.126664870034081,3.4754032028987547,4.34,7.125863248203438,17.7930797579066,80.46,3740.7,17.22136380789786,19.1844,121.0,65.79,75.0,21.914,95.9562,65.79590458955325,False,True,False,False,15.083249900580595,8.602068072932836,12.078427422718923
2022,4.0374934360085,7.98518671835033,3.063,7.055356026669426,17.799980505370435,76.96,3795.4,17.23995223561979,19.1844,122.0,51.88,75.0,21.914,95.9562,64.47818278740704,False,True,False,False,24.45862691830706,3.94769328234183,63.763206926918514
2002,1.90393673332888,2.907996885877615,19.62094999999999,7.653321777242205,13.32093386898144,75.65,2387.1000000000004,14.09528515230511,37.7743,107.0,72.98,75.0,42.4602,19.2595,63.47305389221557,False,False,False,True,57.05766149796036,1.0040601525487352,8.456445888273906
2003,2.48265922878505,3.02504526252236,19.62094999999999,7.933853885675957,13.324925374137251,78.59,2346.2,14.215575779558884,37.5,107.0,73.66,75.0,42.4602,19.2595,64.97005988023952,False,False,False,True,59.354261843688064,0.5423860337373099,9.150898840308972
2004,4.42605071745108,3.51799903099596,19.62094999999999,8.125975639539185,13.326697536001546,81.17,2446.25,14.181290525089246,37.037,110.0,70.78,75.0,42.4602,19.2595,59.58083832335329,False,False,False,True,69.02648308722014,-0.9080516864551198,12.376317182088515
2005,4.18060450885471,4.10725070715931,19.62094999999999,8.209476540173688,13.328176826212136,82.55,2538.05,14.210716776486588,37.2735,113.0,69.61,75.0,42.4602,19.2595,57.18562874251497,False,False,False,True,80.58816076263743,-0.07335380169539985,16.869508371460654
2006,8.56641802964204,2.92451258123648,19.62094999999999,8.393860928161118,13.329419822317796,122.41049999999998,2971.2,9.571644584298577,37.2918,117.0,47.73,100.0,42.4602,19.2595,30.3030303030303,False,False,False,True,57.38171513081188,-5.641905448405561,8.552773837810458
2007,7.13755016459636,4.34712215656112,19.4,8.694978874928756,13.330800923551056,113.6,1992.4,7.76046702921342,37.2194,122.0,52.95,100.0,42.4602,19.2595,34.871419431509096,False,False,False,True,84.33416983728573,-2.7904280080352395,18.897471044064606
2008,6.89860030860218,8.75872769588798,17.15,8.903944441091019,13.332575679339133,107.31,3239.7,8.259975659768276,37.147,124.0,50.38,100.0,42.4602,19.2595,28.323610031269684,False,False,False,True,150.21217998447887,1.8601273872858002,76.71531085071517
2009,-5.126664870034081,3.46672373207793,19.09,8.810029067754307,13.334720968824652,98.32,3347.9,8.30943074214033,37.2194,128.0,65.57,100.0,42.4602,19.2595,28.247965957092617,False,False,False,True,66.17975604536768,8.593388602112011,12.018173434552331
2010,2.77559782547836,0.654946570148479,19.62094999999999,8.806819269265617,13.336553364927983,94.05,3321.4,8.24117615049496,37.0746,132.0,49.42,100.0,42.4602,19.2595,32.45810609371069,False,False,False,True,12.850673905554792,-2.1206512553298813,0.42895500974925654
2011,3.40978812497193,3.4501431124869,19.62094999999999,8.891032320467572,13.33803266587731,110.11,3305.7,8.747510946478448,37.147,135.0,53.13,100.0,42.4602,19.2595,20.6004895701506,False,False,False,True,67.69508550294981,0.04035498751497002,11.903487496640794
2012,-2.48732882965353,4.14524724981119,19.62094999999999,8.787751594674717,13.339760851592086,93.52,2638.8,8.496173824192162,37.147,136.0,69.07,100.0,42.4602,19.2595,39.59764150233895,False,False,False,True,81.33368902618282,6.6325760794647195,17.183074762067232
2013,3.38612548540247,2.20589268141178,19.585,8.868382150876336,13.341640262791692,100.52,3770.5,8.934428755123317,16.1571,135.0,54.81,100.0,42.4602,19.2595,24.77596933397664,False,False,False,True,43.20240816544971,-1.1802328039906902,4.865962521906052
2014,2.37030892464516,-0.2732499966196445,18.054,8.901526370755038,13.343496909983672,94.04,3451.5,8.937875265329263,16.6778,133.0,50.67,100.0,42.4602,19.2595,49.624450321483216,False,False,False,True,-4.933255438971061,-2.6435589212648045,0.07466556065263573
2015,2.52306333975571,1.54869158222486,17.555,8.76748535323234,13.344949973647854,97.94,3146.5,8.803724602110622,16.756,134.0,60.69,100.0,42.4602,19.2595,46.75532762007857,False,False,False,True,27.187280725957415,-0.9743717575308499,2.39844561685414
2016,3.4393056210999,-0.271385023385176,17.732,8.849229230311552,13.346073168374602,108.01,3261.7,8.856603963452967,18.5156,136.0,45.88,100.0,42.4602,19.2595,20.55505662503957,False,False,False,True,-4.812199234665941,-3.710690644485076,0.07364983091777252
2017,3.21668504736274,2.3802359905313,16.082,8.945760235505462,13.34707849316397,97.82,3288.0,8.884083777544626,18.559,138.0,59.2,100.0,42.4602,19.2595,44.55782032840207,False,False,False,True,38.278955199724365,-0.83644905683144,5.665523370620519
2018,4.73292113433965,2.611223782638,15.19,9.068153489105471,13.347806682257024,102.16,3311.8,8.895835085480526,18.5952,139.0,53.26,100.0,42.4602,19.2595,35.883370107954654,False,False,False,True,39.66448925827122,-2.1216973517016497,6.818489643014305
2019,4.39391565821528,0.361563704540767,15.128,9.076811693830996,13.34830939813021,99.04,3166.8,8.840869624091395,18.6097,140.0,45.73,100.0,42.4602,19.2595,45.18158727201317,False,False,False,True,5.4697357222927225,-4.032351953674513,0.13072831244124303
2020,-5.126664870034081,-0.255655699848551,17.878,8.927915968384832,13.348049294166945,102.84,3260.0,8.807471889715284,18.6785,141.0,57.56,100.0,42.4602,19.2595,39.5227062094532,False,False,False,True,-4.570612601892395,4.8710091701855305,0.06535983686505241
2021,10.299999301348668,2.41080198403165,16.543,9.139719948242709,13.345593324986272,101.3,3193.4,8.775549434486189,18.5054,141.0,45.87,100.0,42.4602,19.2595,41.35959139054073,False,False,False,True,39.88189722183559,-7.889197317317018,5.811966206210941
2022,7.73954689516201,13.0403036347004,14.851,9.21289147131545,13.3432515873471,100.56,3229.7,8.799948145531463,18.3925,141.0,58.44,100.0,42.4602,19.2595,42.36706075029428,False,False,False,True,193.66154927893567,5.30075673953839,170.04951888518048
2002,4.73297846590111,0.91707468718427,6.2,6.347825564961775,14.711201769107005,63.46,686.52,11.75332872683217,83.1893,97.0,47.0,100.0,47.9129,106.937,90.3120160353302,False,False,False,True,5.6858630605424745,-3.81590377871684,0.8410259818741267
2003,7.00463457384886,5.12899499422419,6.768,6.4679596686423135,14.723920316387554,63.46,785.3,12.022633644628042,73.0579,97.0,57.88,100.0,47.9129,106.937,91.66354058447467,False,False,False,True,34.71303812090932,-1.8756395796246705,26.306589650776797
2004,10.299999301348668,8.24115449417619,6.851,6.678536500793852,14.735160840224085,63.46,787.5,11.847961384867968,72.9821,97.0,59.37,100.0,47.9129,106.937,90.03420011995026,False,False,False,True,56.460149439601075,-2.0588448071724788,67.9166273968804
2005,7.25366543796015,12.7165674066053,7.015,6.903646960519283,14.746259464879683,63.46,686.52,11.262393373441247,72.8383,97.0,65.15,100.0,47.9129,106.937,94.13644276711068,False,False,False,True,89.20672035733618,5.46290196864515,161.71108660673625
2006,8.55623481664365,5.09516661663157,7.193,7.193604519666365,14.758314293291974,63.46,1098.0,11.839152541566138,73.3494,97.0,55.94,100.0,47.9129,106.937,90.81006028451812,False,False,False,True,36.64953347343088,-3.4610682000120807,25.960722851236795
2007,10.2480163590057,9.63096309630964,7.2,7.395529986458299,14.771733672771612,63.46,942.5,11.650755106872104,73.3192,97.0,62.49,100.0,47.9129,106.937,91.10573013182302,False,False,False,True,69.34293429342941,-0.617053262696059,92.75545016247818
2008,8.90036794067551,15.438486221558357,5.565,7.663138387658702,14.787501618967106,63.52,1382.8,12.268549668239258,73.2086,99.0,61.46,100.0,47.9129,106.937,85.92404237770677,False,False,False,True,85.91517582297226,6.538118280882847,238.34685681324723
2009,-1.26859893608282,7.6195059351941,5.86,7.440925923597752,14.80546653543178,79.04,1551.8,12.878149395470828,73.0571,101.0,66.23,100.0,47.9129,106.937,80.87590588448944,False,False,False,True,44.65030478023743,8.88810487127692,58.05687069645812
2010,6.3651616786311,10.0462065881651,6.549,7.873300377371649,14.822965797296767,63.46,1370.3,12.780050517501271,73.0187,102.0,63.55,100.0,47.9129,106.937,88.3859153051206,False,False,False,True,65.79260694589324,3.681044909534,100.92626681209187
2011,10.299999301348668,8.41121495327101,4.769,8.226049672277721,14.840231568947438,68.69,1487.2,13.008188574240547,73.0045,104.0,51.19,100.0,47.9129,106.937,87.63888573606721,False,False,False,True,40.113084112149444,-1.8887843480776585,70.74853699012984
2012,10.299999301348668,14.3303348325838,3.905,8.373297420917963,14.859211083651946,73.61,1565.3,13.080186298505142,72.9278,107.0,53.3,100.0,47.9129,106.937,84.75396255144462,False,False,False,True,55.95995752123974,4.030335531235131,205.35849641396456
2013,10.299999301348668,10.4906567588241,4.231,8.375892980765093,14.879880547253626,81.44,1319.8,12.86629366063956,72.9038,109.0,53.37,100.0,47.9129,106.937,85.8640843986722,False,False,False,True,44.385968746584766,0.1906574574754316,110.05387923146176
2014,7.88522548204762,12.2539808129759,4.798,8.325364123050653,14.901751300334643,83.81,1668.0,13.172055991386264,72.6811,111.0,55.42,100.0,47.9129,106.937,81.76931070155858,False,False,False,True,58.79459994065837,4.3687553309282805,150.1600457647815
2015,2.37983580731722,5.73568281938327,4.861,8.25320714274134,14.92303798839682,110.54,686.52,12.297142027668134,72.6699,113.0,59.02,100.0,47.9129,106.937,57.24917447728808,False,False,False,True,27.881154185022076,3.35584701206605,32.89805740456842
2016,1.48978448679577,0.733272227314397,7.235,8.194477965569103,14.94331167753035,105.65,1279.6,13.0887122771217,72.6036,115.0,56.73,100.0,47.9129,106.937,55.36638226197655,False,False,False,True,5.305224564619663,-0.7565122594813729,0.5376881593506168
2017,5.63687638694772,4.30143105302342,6.359,8.201651166006648,14.962569459731412,107.14,843.7,12.380458212157189,72.544,116.0,54.63,100.0,47.9129,106.937,61.68397769709113,False,False,False,True,27.35280006617593,-1.3354453339242998,18.502309103914172
2018,7.74488062024881,6.82424790145522,5.377,8.32084805473527,14.981217473147366,122.41049999999998,1379.6,13.02552248866261,72.5221,119.0,51.79,100.0,47.9129,106.937,48.31457223840996,False,False,False,True,36.69398096612472,-0.9206327187935894,46.57035942051598
2019,5.60224422064255,7.30106953550729,9.024,8.377596839054503,14.99958897478419,122.41049999999998,1271.9,12.979200470299295,72.3456,121.0,60.01,100.0,47.9129,106.937,47.82902647600218,False,False,False,True,65.88485148841778,1.6988253148647399,53.305616362312634
2020,-4.55775197583431,3.7237230614026,6.413,8.294612464380982,15.017643170174798,122.41049999999998,1218.6,12.972281887183795,71.9138,126.0,57.96,100.0,47.9129,106.937,43.274879986670975,False,False,False,True,23.880235992774875,8.281475037236909,13.866113438021552
2021,1.63676957736662,7.35894657888155,7.871,8.415960982602943,15.034492755666996,122.41049999999998,1420.0,13.328561343866957,71.8742,129.0,69.38,100.0,47.9129,106.937,43.34282170317963,False,False,False,True,57.92226852237668,5.722177001514931,54.15409475083247
2022,5.0327096366527,15.1509728200805,5.954,8.516095564170783,15.049163225164785,122.41049999999998,1113.2,12.96839568750006,71.6058,132.0,58.87,100.0,47.9129,106.937,39.52742167638218,False,False,False,True,90.2088921707593,10.1182631834278,229.55197739481807
2002,3.43023667898964,2.907996885877615,6.91,9.864169084687374,11.10914393884225,75.65,2387.1000000000004,14.09528515230511,6.5217,114.0,17.22,15.0,15.1935,145.765,48.7522757938417,False,False,False,False,20.09425848141432,-0.5222397931120248,8.456445888273906
2003,0.343170899107761,3.02504526252236,6.95,9.8490246528314,11.088613872315683,78.59,2346.2,14.215575779558884,6.5217,115.0,57.13,35.0,15.1935,145.765,50.05607128404322,False,False,False,False,21.024064574530403,2.681874363414599,9.150898840308972
2004,-3.07797537619699,3.51799903099596,6.8,9.848269893681064,11.065684782829347,81.17,2446.25,14.181290525089246,6.5217,115.0,65.87,35.0,15.1935,145.765,49.75588931663062,False,False,False,False,23.92239341077253,6.59597440719295,12.376317182088515
2005,-5.126664870034081,4.10725070715931,7.092,9.74195336091726,11.040599140354848,82.55,2538.05,14.210716776486588,6.5217,116.0,67.73,35.0,15.1935,145.765,50.53020876463358,False,False,False,False,29.12862201517383,9.233915577193391,16.869508371460654
2006,-5.126664870034081,4.26717463390264,6.5,9.699874401455585,11.013418871923951,84.46,2523.6,14.301327252191962,6.5217,117.0,68.5,35.0,15.1935,145.765,50.681274051050046,False,False,False,False,27.73663512036716,9.393839503936722,18.208779356222134
2007,-5.126664870034081,4.81023704342911,6.002,9.675031119329065,10.98430918852901,86.5,2587.2,14.244692248028295,3.6957,118.0,69.44,35.0,15.1935,145.765,49.36587611399904,False,False,False,False,28.87104273466152,9.936901913463192,23.138380413977625
2008,-5.126664870034081,8.94995335353387,5.787,9.706952228717332,10.953452166882643,89.09,2677.75,14.234144903093208,3.6957,119.0,69.59,35.0,15.1935,145.765,50.31055687658784,False,False,False,False,51.7933800569005,14.076618223567952,80.10166503043216
2009,-5.126664870034081,2.8604485590267403,6.674,9.572942096472966,10.920998239767195,90.19,2706.7,14.336258595362068,3.6957,120.0,69.88,35.0,15.1935,145.765,50.16633301931229,False,False,False,False,19.090633682944468,7.9871134290608214,8.182165958838155
2010,1.3959390862944,3.32634463368643,7.037,9.60051610741183,10.89844157959325,91.26,2694.75,14.37060271253806,3.6957,119.5,57.5,35.0,15.1935,145.765,51.74969780204189,False,False,False,False,23.40748718725141,1.9304055473920303,11.064568622054512
2011,-5.126664870034081,4.822396360133251,6.902,9.517804233967428,10.889472243411271,93.28,2776.1,14.290842155843787,3.6957,120.0,70.06,35.0,15.1935,145.765,52.097083576888814,False,False,False,False,33.2841796776397,9.949061230167331,23.255506654226426
2012,0.810810810810807,3.72532666110646,6.79,9.547854945933311,10.882471353748706,93.89,2792.7,14.385102848970485,3.6957,120.0,55.64,35.0,15.1935,145.765,50.44511668107174,False,False,False,False,25.294968028912866,2.914515850295653,13.878058731950606
2013,2.68096514745308,2.613434022338155,6.709,9.591092746425202,10.873489652898783,96.65,2975.5,14.388585610832138,3.6957,121.0,46.34,35.0,15.1935,145.765,49.68284547003919,False,False,False,False,17.53352885586668,-0.06753112511492487,6.8300373891145885
2014,4.177545691906,2.3937159720979158,6.576,9.67698948166684,10.862435394076265,98.68,3005.65,14.437709688170145,3.6957,121.0,34.43,35.0,15.1935,145.765,51.30258066408238,False,False,False,False,15.741076232515892,-1.7838297198080846,5.72987615507667
2015,3.38345864661653,1.43702380935654,6.412,9.779402870295206,10.849628306379168,100.07,3010.5,14.477614845264188,3.6957,121.0,36.84,35.0,15.1935,145.765,51.221403347151856,False,False,False,False,9.214196665594134,-1.9464348372599902,2.065037428657581
2016,10.299999301348668,1.59691227583204,5.896,10.095201288131095,10.835139691522985,101.39,3020.7,14.501877856981,3.6957,121.0,10.16,35.0,15.1935,145.765,49.60218797471666,False,False,False,False,9.415394778305707,-8.703087025516629,2.5501288167030656
2017,10.299999301348668,2.22314331448899,5.592,10.349025734668686,10.818977964239512,102.21,3000.9,14.46568522496126,3.6957,122.0,9.08,35.0,15.1935,145.765,48.36924060488106,False,False,False,False,12.431817414622431,-8.076855986859679,4.942366196757091
2018,-5.126664870034081,2.44258329692817,5.353,10.18529098602416,10.801166148198302,103.42,2879.9,14.39407763612137,1.1739,122.0,66.96,35.0,15.1935,145.765,50.516092562785694,False,False,False,False,13.075148388456494,7.569248166962251,5.966213162432489
2019,-5.126664870034081,2.20607305781525,5.364,10.10633309453222,10.781660962297154,104.62,3119.3,14.593818302983175,1.1739,123.0,67.36,35.0,15.1935,145.765,48.99239837812132,False,False,False,False,11.833375882121,7.332737927849331,4.866758336418327
2020,-5.126664870034081,1.905097220475015,6.375,9.81037605720225,10.769095330043152,105.72,3260.25,14.5020081791263,1.1739,124.0,67.96,35.0,15.1935,145.765,48.87849872552729,False,False,False,False,12.14499478052822,7.031762090509096,3.629395419461628
2021,4.96987951807229,3.4754032028987547,6.04,9.875936555108176,10.757477258212903,105.65,3021.25,14.65228772514405,1.1739,125.0,42.24,35.0,15.1935,145.765,47.03277397955458,False,False,False,False,20.991435345508478,-1.494476315173535,12.078427422718923
2022,10.299999301348668,7.98518671835033,5.337,10.076884174909232,10.738112593745406,106.08,3239.7,14.638035077502668,1.1739,125.0,12.99,35.0,15.1935,145.765,50.60404112547017,False,False,False,False,42.61694151583571,-2.3148125829983384,63.763206926918514
2002,9.66850534669427,2.907996885877615,2.902,5.7522127700209325,16.757754445468333,64.12,686.52,14.168963516879444,47.4032,97.0,41.04,75.0,-25.9664,32.5713,84.26095993605855,True,False,False,False,8.439006962816839,-6.760508460816654,8.456445888273906
2003,7.21770086569656,3.02504526252236,2.857,5.830382049567225,16.780395713754544,82.17,775.2,14.281420193241432,47.6804,98.0,42.34,75.0,-25.9664,32.5713,73.11472018951805,True,False,False,False,8.642554315026382,-4.192655603174201,9.150898840308972
2004,8.20470494788577,3.51799903099596,2.953,5.994103494924076,16.803226486308663,82.94,725.9,14.159534210738322,47.9576,100.0,42.13,75.0,-25.9664,32.5713,73.3293357919174,True,False,False,False,10.38865113853107,-4.686705916889809,12.376317182088515
2005,6.31202378023193,6.42755278070087,3.035,6.081702466922351,16.82635654182831,76.23,686.52,13.985706394460282,48.2348,102.0,52.32,100.0,-25.9664,32.5713,80.63008603963164,True,False,False,False,19.50762268942714,0.11552900046893999,41.313434748695485
2006,9.91067756782915,13.2450879070999,3.037,6.127933350947979,16.84984258268378,84.63,718.6,14.3982841226954,48.512,104.0,54.5,100.0,-25.9664,32.5713,74.43099552190955,True,False,False,False,40.225331973862396,3.3344103392707503,175.43235366680403
